Item Category,Material Category,Cost Price,Credit,Total Sale,gender,age,visit_frequency,satisfaction_rating,Combined Category,Sale Count,Sale Cluster
Custom items,Fashion Jewellery,50,15.0,15.0,Female,63.0,Occasional,4.2,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,12.0,12.0,Male,68.0,Occasional,4.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,45.0,45.0,Male,51.0,Occasional,4.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,20.0,20.0,Male,37.0,Rare,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Male,33.0,Regular,4.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,20.0,20.0,Female,23.0,Regular,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,35,50.0,50.0,Male,45.0,Rare,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,74,180.0,180.0,Male,46.0,Regular,4.2,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,50.0,50.0,Male,29.0,Regular,5.0,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,114,122.0,122.0,Male,28.0,Regular,3.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,5.0,5.0,Others,62.0,Regular,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,100.0,100.0,Male,18.0,Occasional,4.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,0,22.0,22.0,Others,36.0,Regular,4.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Others,22.0,Occasional,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,4,40.0,40.0,Male,55.0,Rare,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,35,90.1,90.1,Female,47.0,Regular,4.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,784.4,784.4,Male,62.0,Rare,4.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,114,275.6,275.6,Male,51.0,Regular,4.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,35,106.0,106.0,Male,34.0,Occasional,4.2,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,50.0,50.0,Male,26.0,Regular,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,140,320.0,320.0,Male,23.0,Regular,4.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,60.0,60.0,Female,48.0,Regular,3.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,116,100.0,100.0,Male,32.0,Occasional,3.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,60.0,60.0,Female,62.0,Occasional,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,44,127.2,127.2,Female,69.0,Rare,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,58,100.0,100.0,Others,32.0,Regular,4.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,80.0,80.0,Female,69.0,Rare,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,35,80.0,80.0,Male,69.0,Occasional,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,20.0,20.0,Female,67.0,Regular,4.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,100.0,100.0,Female,28.0,Regular,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,79.0,79.0,Male,49.0,Regular,4.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,174,148.4,148.4,Female,53.0,Regular,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,0,23.0,23.0,Others,52.0,Regular,4.0,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,35.0,35.0,Female,70.0,Regular,4.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,174,80.0,80.0,Female,62.0,Regular,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,148.0,148.0,Others,22.0,Regular,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,215.0,215.0,Male,57.0,Regular,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,72.0,72.0,Female,24.0,Regular,3.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,35,105.99,105.99,Male,55.0,Occasional,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,35,74.19,74.19,Male,58.0,Regular,3.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,89,170.66,170.66,Female,30.0,Regular,4.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,90,122.96,122.96,Male,57.0,Regular,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,46,159.0,159.0,Male,43.0,Occasional,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,115,75.0,75.0,Female,23.0,Regular,4.2,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,35,37.0,37.0,Male,29.0,Regular,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,2,42.0,42.0,Female,45.0,Regular,4.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,171.0,171.0,Female,51.0,Regular,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,75,100.0,100.0,Female,32.0,Rare,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,80,160.0,160.0,Male,39.0,Occasional,4.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,45,100.0,100.0,Others,67.0,Regular,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,37.0,37.0,Male,63.0,Rare,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,115,100.0,100.0,Male,40.0,Occasional,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,80,148.4,148.4,Male,31.0,Regular,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Female,19.0,Regular,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,20.0,20.0,Male,53.0,Occasional,4.0,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,5.0,5.0,Male,32.0,Occasional,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,20.0,20.0,Male,51.0,Regular,4.2,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Male,62.0,Regular,4.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.6,10.6,Female,47.0,Regular,3.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,150.0,150.0,Others,30.0,Regular,4.0,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,12.0,12.0,Female,51.0,Rare,3.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,2.0,10.0,10.0,Male,26.0,Regular,3.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,35.0,35.0,Female,25.0,Regular,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,116.0,211.99,211.99,Others,43.0,Regular,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Male,50.0,Regular,3.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,45.0,90.1,90.1,Others,52.0,Regular,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,20.0,20.0,Male,58.0,Rare,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,44.0,130.0,130.0,Male,69.0,Occasional,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,21.2,21.2,Female,27.0,Occasional,4.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,116.0,200.0,200.0,Female,35.0,Occasional,4.0,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,30.0,30.0,Male,43.0,Regular,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Male,34.0,Regular,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,20.0,20.0,Male,27.0,Regular,4.0,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,45.0,75.0,75.0,Male,39.0,Regular,4.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,60.0,60.0,Others,38.0,Regular,4.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.9,15.9,Male,57.0,Regular,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.6,10.6,Male,39.0,Regular,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Female,27.0,Occasional,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Male,67.0,Regular,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Female,37.0,Regular,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,315.0,240.0,240.0,Male,67.0,Occasional,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Male,49.0,Regular,4.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,44.0,100.0,100.0,Female,32.0,Regular,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,74.0,106.0,106.0,Male,25.0,Regular,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,190.0,369.99,369.99,Male,36.0,Rare,3.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,75.0,75.0,Female,29.0,Regular,4.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,35.0,35.0,Others,28.0,Regular,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,35.0,35.0,Female,64.0,Regular,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Male,44.0,Occasional,4.2,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,40.0,40.0,Female,43.0,Regular,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.9,15.9,Female,37.0,Regular,4.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Male,54.0,Regular,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,30.0,53.0,53.0,Male,24.0,Regular,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Male,50.0,Occasional,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,66.0,80.0,80.0,Male,25.0,Occasional,3.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,5.0,5.0,Male,52.0,Occasional,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,106.0,106.0,Male,33.0,Regular,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,33.0,30.0,30.0,Male,29.0,Regular,4.0,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,170.0,170.0,Female,20.0,Occasional,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,50.0,50.0,Female,23.0,Regular,3.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Male,21.0,Occasional,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,53.0,53.0,Female,22.0,Regular,4.2,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Female,24.0,Occasional,5.0,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,20.0,20.0,Female,49.0,Regular,3.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,33.0,40.0,40.0,Female,65.0,Occasional,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,66.0,189.74,189.74,Male,27.0,Regular,3.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,50.0,50.0,Female,51.0,Occasional,4.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Male,21.0,Occasional,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,49.99,49.99,Male,55.0,Regular,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,140.0,140.0,Female,44.0,Regular,3.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Male,70.0,Regular,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,31.8,31.8,Male,34.0,Rare,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Female,39.0,Regular,3.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,50.0,50.0,Male,63.0,Regular,3.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,79.5,79.5,Others,62.0,Occasional,3.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Female,70.0,Occasional,3.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,25.0,25.0,Female,32.0,Regular,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Male,20.0,Regular,4.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,76.0,76.0,Female,37.0,Occasional,3.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,70.0,70.0,Male,34.0,Rare,3.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,25.0,25.0,Female,21.0,Regular,4.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,196.1,196.1,Male,42.0,Occasional,4.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Female,65.0,Occasional,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,185.0,185.0,Female,55.0,Regular,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,175.0,175.0,Male,31.0,Occasional,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,27.34,27.34,Female,49.0,Occasional,4.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,100.0,100.0,Male,19.0,Regular,3.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,500.0,500.0,Others,30.0,Regular,4.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,60.0,60.0,Male,20.0,Regular,3.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,95.39,95.39,Male,65.0,Occasional,4.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,200.0,200.0,Male,57.0,Regular,3.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,318.0,318.0,Female,63.0,Regular,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,200.0,200.0,Female,38.0,Occasional,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,120.0,120.0,Male,57.0,Occasional,4.2,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,306.34,306.34,Male,25.0,Regular,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,190.8,190.8,Male,28.0,Regular,4.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,120.0,120.0,Male,51.0,Regular,4.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,200.34,200.34,Female,41.0,Regular,3.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,21.2,21.2,Male,24.0,Rare,4.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,25.0,25.0,Male,26.0,Regular,3.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,5.0,5.0,Female,49.0,Regular,3.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,30.0,30.0,Male,27.0,Regular,4.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Female,34.0,Occasional,4.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,5.0,35.0,35.0,Female,49.0,Regular,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Male,62.0,Occasional,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Male,19.0,Regular,3.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,42.4,42.4,Male,58.0,Occasional,4.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,75.0,75.0,Male,68.0,Occasional,4.2,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Female,44.0,Regular,4.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Female,66.0,Regular,3.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,32.0,32.0,Male,65.0,Regular,4.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,30.0,30.0,Female,63.0,Regular,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,30.0,30.0,Male,28.0,Regular,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,42.0,42.0,Male,53.0,Occasional,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,21.2,21.2,Female,41.0,Regular,4.0,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Female,26.0,Occasional,4.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,10.0,10.0,Female,27.0,Regular,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,20.0,20.0,Others,39.0,Occasional,4.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Female,69.0,Occasional,4.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,200.0,200.0,Female,56.0,Regular,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Female,67.0,Regular,3.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Female,40.0,Regular,4.2,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,12.0,12.0,Others,51.0,Occasional,4.2,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,12.0,12.0,Male,70.0,Regular,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,10.0,35.0,35.0,Female,53.0,Regular,3.3,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,25.0,25.0,Male,68.0,Regular,4.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Female,63.0,Regular,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,15.0,30.0,30.0,Male,48.0,Regular,4.1,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Others,63.0,Rare,3.8,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Male,27.0,Regular,4.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,10.0,40.0,40.0,Female,29.0,Regular,4.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,10.0,40.0,40.0,Male,63.0,Occasional,4.4,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,30.0,30.0,Female,29.0,Occasional,3.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,29.0,29.0,Male,40.0,Regular,4.9,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,30.0,94.34,94.34,Female,70.0,Regular,3.5,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,20.0,60.0,60.0,Female,49.0,Regular,4.0,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,25.0,25.0,Male,40.0,Regular,4.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,15.0,15.0,Female,31.0,Regular,4.7,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,42.4,42.4,Male,68.0,Rare,3.6,Custom items - Fashion Jewellery,1502,Most Selling
Custom items,Fashion Jewellery,50,60.0,60.0,Male,24.0,Regular,4.1,Custom items - Fashion Jewellery,1502,Most Selling
